Date,Value,Variable
24/07/1992,208154.0691,Danceability
06/01/1992,176809.2312,Danceability
27/01/1992,75775.38482,Danceability
11/09/1998,131465.7279,Danceability
19/07/2005,225500.2416,Danceability
01/01/2013,174983.3184,Danceability
01/01/2002,152463.7261,Danceability
24/09/1991,158245.7836,Danceability
15/05/2000,243759.3704,Danceability
15/03/2005,168288.3044,Danceability
01/01/1990,272365.339,Danceability
01/01/2001,178939.4629,Danceability
18/11/1991,156419.8707,Danceability
11/04/2008,297928.1194,Danceability
30/09/1991,106207.2663,Danceability
01/01/2013,213631.8078,Danceability
01/01/2011,189286.3026,Danceability
18/09/2009,224282.9663,Danceability
24/11/2009,212414.5325,Danceability
01/01/2010,99816.57117,Danceability
30/08/2010,137552.1042,Danceability
01/01/1998,240107.5447,Danceability
30/05/2003,132683.0031,Danceability
30/08/2010,211501.5761,Danceability
19/10/2009,263235.7746,Danceability
10/05/2010,180156.7382,Danceability
24/10/2012,185025.8392,Danceability
01/01/2004,160071.6964,Danceability
18/09/2009,189894.9403,Danceability
18/11/1991,151550.7696,Danceability
01/01/1999,103772.7158,Danceability
01/01/1998,139986.6547,Danceability
01/01/1990,135421.8725,Danceability
25/11/2013,170722.855,Danceability
30/08/2004,177417.8689,Danceability
01/10/2000,231586.6179,Danceability
24/10/2012,73645.15312,Danceability
01/01/1998,117467.0624,Danceability
18/09/2009,186243.1145,Danceability
01/01/1993,242542.0952,Danceability
01/01/2006,206328.1563,Danceability
09/11/2010,111380.6861,Danceability
01/01/2003,188373.3462,Danceability
26/02/2010,188677.665,Danceability
11/09/1998,80948.80467,Danceability
26/04/2010,229760.705,Danceability
01/01/2008,230369.3426,Danceability
01/11/2000,132987.322,Danceability
18/09/2009,221848.4158,Danceability
01/01/2009,177722.1877,Danceability
08/11/1992,249845.7467,Danceability
07/07/2008,196285.6354,Danceability
06/11/1991,128726.8585,Danceability
01/01/2004,182286.9699,Danceability
19/11/2010,228543.4297,Danceability
11/09/1998,174678.9995,Danceability
20/08/1999,169201.2609,Danceability
01/01/1991,167983.9856,Danceability
10/02/2001,211805.8949,Danceability
01/01/1993,205719.5186,Danceability
04/07/1992,255627.8042,Danceability
07/01/2003,191720.8532,Danceability
01/01/2002,251063.022,Danceability
25/04/2008,225804.5604,Danceability
02/01/1996,227021.8356,Danceability
01/01/2013,119597.2941,Danceability
01/01/2002,239498.907,Danceability
21/10/2003,189894.9403,Danceability
04/11/2005,145464.3933,Danceability
05/04/2007,170722.855,Danceability
01/01/2005,223370.0099,Danceability
01/01/2002,206328.1563,Danceability
01/01/2004,165549.4351,Danceability
21/08/2000,202372.0117,Danceability
26/02/2010,162201.9281,Danceability
14/06/2004,194764.0413,Danceability
26/02/2010,152768.0449,Danceability
01/01/1995,151855.0885,Danceability
03/08/2010,231890.9367,Danceability
01/01/2006,237368.6753,Danceability
29/01/2002,147290.3062,Danceability
21/12/2010,213631.8078,Danceability
01/01/2007,230369.3426,Danceability
01/01/1993,183504.2452,Danceability
01/01/2002,200241.78,Danceability
01/01/2009,198720.1859,Danceability
01/01/2003,125987.9892,Danceability
01/01/2002,171635.8114,Danceability
03/04/2008,128726.8585,Danceability
26/09/2005,237368.6753,Danceability
16/11/1999,102859.7593,Danceability
02/04/2011,220022.5029,Danceability
19/11/2010,236151.4001,Danceability
01/01/2007,254714.8478,Danceability
15/11/2011,106511.5851,Danceability
03/01/2010,221544.097,Danceability
17/11/2005,213631.8078,Danceability
01/01/2008,188677.665,Danceability
03/05/2004,204806.5622,Danceability
11/12/1996,145160.0745,Danceability
01/01/2008,155811.233,Danceability
01/01/2001,157637.1459,Danceability
21/10/2003,181069.6946,Danceability
12/09/2012,262931.4558,Danceability
01/01/2008,104381.3534,Danceability
06/06/1997,206023.8374,Danceability
14/01/2003,221239.7782,Danceability
01/01/2008,222761.3722,Danceability
01/01/2011,119292.9753,Danceability
03/01/2010,50212.6044,Danceability
01/08/1996,181982.6511,Danceability
03/01/2010,171940.1302,Danceability
01/01/2005,144551.4369,Danceability
01/01/1998,153376.6825,Danceability
01/01/2005,187764.7086,Danceability
01/01/1998,167679.6668,Danceability
03/01/2010,191720.8532,Danceability
28/01/2011,228239.1109,Danceability
01/01/2001,181982.6511,Danceability
01/01/1996,164636.4787,Danceability
06/01/2008,180765.3758,Danceability
01/01/1996,105902.9475,Danceability
21/10/2003,129031.1774,Danceability
01/01/2008,125987.9892,Danceability
03/01/2010,189590.6215,Danceability
01/01/1998,160680.3341,Danceability
01/01/1998,183504.2452,Danceability
13/11/2011,141812.5676,Danceability
22/10/2001,150942.132,Danceability
01/01/2002,166766.7104,Danceability
01/01/1997,55994.66187,Danceability
03/01/2010,168288.3044,Danceability
01/01/2010,233412.5307,Danceability
01/01/2007,57820.57476,Danceability
04/08/1994,133900.2784,Danceability
01/01/1998,171027.1738,Danceability
01/01/1995,175287.6372,Danceability
01/01/1991,160680.3341,Danceability
15/10/2002,186243.1145,Danceability
22/02/1994,177722.1877,Danceability
24/09/2002,97077.70184,Danceability
03/01/2010,191112.2155,Danceability
07/08/2010,167983.9856,Danceability
01/01/1993,182895.6075,Danceability
07/11/2006,152159.4073,Danceability
11/07/2007,223978.6475,Danceability
01/01/2007,141812.5676,Danceability
13/11/2000,198111.5483,Danceability
13/11/2000,213936.1266,Danceability
18/11/2009,242846.414,Danceability
01/01/1999,124162.0763,Danceability
16/07/2013,152768.0449,Danceability
13/11/2000,117467.0624,Danceability
19/07/2010,131161.4091,Danceability
01/01/2010,83079.03637,Danceability
13/11/2000,197807.2294,Danceability
08/08/2011,115641.1495,Danceability
13/11/2000,151550.7696,Danceability
11/03/2009,153376.6825,Danceability
30/09/2008,147290.3062,Danceability
12/01/2010,159767.3776,Danceability
13/11/2000,120814.5694,Danceability
07/06/2004,132378.6843,Danceability
01/01/2003,152768.0449,Danceability
12/12/2011,188373.3462,Danceability
14/02/1997,155506.9142,Danceability
29/04/1991,197502.9106,Danceability
01/01/1993,171635.8114,Danceability
13/11/2000,143638.4805,Danceability
07/12/2004,153376.6825,Danceability
01/01/2003,195981.3166,Danceability
13/11/2000,202372.0117,Danceability
11/05/1991,188981.9838,Danceability
13/11/2000,183199.9264,Danceability
22/03/1993,132683.0031,Danceability
24/09/2002,122944.8011,Danceability
22/12/1995,215153.4019,Danceability
13/11/2000,168592.6233,Danceability
20/03/2001,204197.9246,Danceability
13/11/2000,171635.8114,Danceability
01/01/2008,171027.1738,Danceability
21/10/2003,141812.5676,Danceability
28/03/2006,185330.1581,Danceability
28/02/2003,111989.3237,Danceability
13/11/2000,166158.0727,Danceability
28/03/2006,146985.9874,Danceability
02/04/2001,155811.233,Danceability
13/11/2000,129639.815,Danceability
01/01/1997,175287.6372,Danceability
09/12/2005,145160.0745,Danceability
13/11/2000,149116.2191,Danceability
02/11/2008,147290.3062,Danceability
13/11/2000,114728.1931,Danceability
01/01/1999,197198.5918,Danceability
24/09/2002,146377.3498,Danceability
02/11/2008,167375.348,Danceability
13/11/2000,176809.2312,Danceability
02/11/2008,187764.7086,Danceability
24/09/2002,255019.1666,Danceability
01/01/1991,185634.4769,Danceability
08/05/1996,145160.0745,Danceability
24/09/2002,201154.7364,Danceability
01/01/1991,201763.374,Danceability
11/09/1998,152768.0449,Danceability
17/09/1990,131770.0467,Danceability
24/09/2002,138160.7418,Danceability
01/09/2004,166158.0727,Danceability
01/01/1995,174374.6807,Danceability
24/09/2002,196894.273,Danceability
01/01/2003,182591.2887,Danceability
01/01/2006,181069.6946,Danceability
12/12/2000,174374.6807,Danceability
01/01/1998,234934.1248,Danceability
01/01/1998,165549.4351,Danceability
01/01/1997,156419.8707,Danceability
23/11/2004,167071.0292,Danceability
14/12/2012,244976.6457,Danceability
23/11/2004,160071.6964,Danceability
24/09/2002,174678.9995,Danceability
01/01/1999,88252.45622,Danceability
01/01/1995,170722.855,Danceability
02/08/2005,153681.0013,Danceability
24/09/2013,143334.1616,Danceability
26/10/2010,151855.0885,Danceability
30/09/1991,139986.6547,Danceability
10/03/2000,173461.7243,Danceability
01/01/2007,214849.0831,Danceability
14/05/2010,217283.6336,Danceability
01/01/1998,94643.15132,Danceability
12/02/2004,133595.9596,Danceability
13/03/2012,66950.1392,Danceability
01/01/2010,210892.9385,Danceability
01/01/1991,207241.1127,Danceability
21/10/2003,93425.87606,Danceability
13/03/2012,177417.8689,Danceability
20/09/2011,86122.22451,Danceability
01/01/2006,155202.5954,Danceability
18/04/2012,160071.6964,Danceability
01/01/2010,181678.3323,Danceability
05/01/2006,117162.7436,Danceability
01/01/2005,91599.96318,Danceability
01/01/1998,150637.8132,Danceability
25/11/2013,99512.25235,Danceability
01/01/1998,213631.8078,Danceability
30/04/2011,238890.2694,Danceability
01/01/1998,111076.3673,Danceability
01/01/1998,84600.63044,Danceability
01/01/2008,214849.0831,Danceability
21/10/2003,262931.4558,Danceability
01/01/1998,110772.0485,Danceability
